GPS_Latitude,GPS_Longitude,Sections,GPS_Speed,Giants Despair HillClimb
41.21925912,-75.85685256,,52.689175,
41.21924148,-75.85683468,,52.376621,
41.21922332,-75.85681811,,52.155415,
41.21920436,-75.85680253,,52.082714,
41.21918496,-75.85678845,,52.115334,
41.21916495,-75.85677553,,52.14827,
41.21914481,-75.85676397,,52.180893,
41.21912425,-75.85675355,,52.120617,
41.21910372,-75.85674443,,51.949738,
41.21908285,-75.85673642,,51.752144,
41.21906204,-75.85672966,,51.603638,
41.21904102,-75.85672406,,51.271824,
41.21901956,-75.85671925,,51.228016,
41.21899802,-75.85671518,,51.260639,
41.21897597,-75.8567116,,51.445812,
41.21895381,-75.85670838,,51.771408,
41.21893115,-75.85670525,,52.166599,
41.21890842,-75.85670187,,52.575462,
41.21888547,-75.85669798,,53.077534,
41.21886263,-75.85669337,,53.468994,
41.21883956,-75.85668778,,53.88345,
41.21881687,-75.85668119,,54.22831,
41.21879443,-75.85667343,,54.288738,
41.21877213,-75.85666416,STOP,54.239338,
41.21875043,-75.85665346,,54.190407,
41.21872887,-75.85664121,,54.141006,
41.21870785,-75.85662756,,54.199726,
41.21868693,-75.85661223,,54.331455,
41.21866653,-75.85659552,,54.507927,
41.21864629,-75.85657708,,54.854649,
41.21862674,-75.85655725,,55.510197,
41.21860758,-75.8565362,,55.895447,
41.21858926,-75.85651448,START:INCLINE,56.281319,
41.21857157,-75.85649179,,56.608158,
41.21855491,-75.85646864,,56.660358,
41.21853913,-75.85644483,,56.537323,
41.21852428,-75.85642,,56.415535,
41.21851045,-75.85639464,,56.038364,
41.21849724,-75.85636827,,55.763096,
41.21848485,-75.85634138,,55.695988,
41.21847306,-75.85631351,,55.712143,
41.21846213,-75.85628532,,55.590973,
41.21845201,-75.85625623,,55.425068,
41.21844313,-75.85622679,,55.451164,
41.2184353,-75.85619658,,55.615829,
41.21842876,-75.85616625,SPLIT:INCLINE,55.666531,
41.21842349,-75.85613561,,55.653484,
41.21841947,-75.85610444,,55.640312,
41.21841673,-75.85607346,,55.627266,
41.2184155,-75.85604218,,55.61409,
41.21841551,-75.85601132,,55.554314,
41.21841674,-75.85598027,,55.488449,
41.21841914,-75.85594954,,55.42942,
41.21842275,-75.85591846,,55.502121,
41.21842744,-75.85588751,,55.68232,
41.21843333,-75.85585594,,56.170719,
41.21844011,-75.85582426,,56.757908,
41.21844761,-75.85579189,,57.371204,
41.21845553,-75.85575947,,58.070869,
41.2184638,-75.85572672,,58.800362,
41.21847235,-75.85569338,,59.428566,
41.21848094,-75.85566011,,60.015759,
41.2184897,-75.8556263,,60.571266,
41.21849843,-75.85559265,,60.931664,
41.21850732,-75.85555849,,61.327477,
41.21851621,-75.85552447,,61.831409,
41.21852528,-75.85548992,,62.35833,
41.21853433,-75.8554555,,62.934341,
41.21854357,-75.85542051,,63.584919,
41.21855275,-75.85538563,,64.054672,
41.21856198,-75.85535057,,64.385239,
41.21857142,-75.85531497,STOP,64.797211,
41.21858092,-75.85527952,,65.37571,
41.21859071,-75.85524352,,65.915062,
41.21860071,-75.85520763,,66.517792,
41.2186111,-75.8551711,,67.176445,
41.21862158,-75.85513461,,67.806511,
41.21863227,-75.85509742,,68.451492,
41.21864284,-75.85506021,,69.081566,
41.2186534,-75.85502227,,69.542625,
41.21866368,-75.85498432,,69.898048,
41.2186738,-75.85494561,,70.267143,
41.21868367,-75.85490699,,70.61573,
41.21869346,-75.85486818,,70.987938,
41.21870332,-75.85482886,,71.383125,
41.2187131,-75.85478977,,71.77459,
41.21872298,-75.85475018,,72.169785,
41.21873273,-75.85471079,,72.620903,
41.2187424,-75.85467081,,72.955193,
41.21875173,-75.85463097,,73.281418,
41.21876081,-75.85459051,,73.602661,
41.2187694,-75.85455019,,73.874825,
41.21877761,-75.85450927,,74.174324,
41.21878524,-75.85446855,,74.352036,
41.21879232,-75.85442767,,74.461395,
41.21879902,-75.85438629,,74.527267,
41.21880523,-75.85434522,,74.578522,
41.21881114,-75.85430366,,74.611458,
41.2188167,-75.85426241,,74.591881,
41.21882207,-75.85422066,,74.583809,
41.2188272,-75.85417914,,74.616425,
41.21883231,-75.85413706,,74.717407,
41.21883736,-75.8540952,,74.896362,
41.21884249,-75.85405275,,75.146149,
41.21884763,-75.85401053,,75.40712,
41.21885289,-75.85396773,,75.670586,
41.21885818,-75.85392518,,76.05584,
41.21886357,-75.85388254,,76.251572,
41.21886909,-75.85383944,,76.449165,
41.21887464,-75.85379672,,76.644897,
41.21888034,-75.8537536,,76.828827,
41.21888609,-75.85371091,,76.959312,
41.21889202,-75.85366783,,77.091042,
41.21889806,-75.85362516,,77.221527,
41.21890432,-75.85358206,,77.353256,
41.21891068,-75.85353933,,77.483749,
41.21891727,-75.85349614,,77.68383,
41.21892394,-75.85345328,,77.907524,
41.21893073,-75.85341036,,78.143646,
41.21893769,-75.853367,,78.451225,
41.21894464,-75.85332408,,78.871887,
41.21895162,-75.85328085,,79.027237,
41.21895849,-75.85323814,,79.146538,
41.21896531,-75.85319516,,79.104904,
41.21897192,-75.85315267,,79.039665,
41.21897841,-75.85310982,,78.660622,
41.21898458,-75.85306726,,78.513359,
41.21899059,-75.85302414,,78.202675,
41.21899631,-75.8529812,,78.069077,
41.21900186,-75.85293761,,78.200806,
41.21900712,-75.85289421,,78.312035,
41.21901214,-75.85285065,,78.42202,
41.2190169,-75.85280654,,78.593513,
41.21902131,-75.85276276,,78.675331,
41.21902545,-75.85271847,,78.697289,
41.21902925,-75.8526745,,78.71904,
41.21903279,-75.85262999,,78.74762,
41.21903604,-75.85258578,,78.780243,
41.21903908,-75.85254102,,78.88308,
41.21904191,-75.85249664,,79.162697,
41.21904465,-75.85245194,,79.251549,
41.21904729,-75.85240785,,79.284172,
41.21904984,-75.85236403,,79.227318,
41.21905233,-75.85232013,,79.029724,
41.2190547,-75.85227699,,78.58606,
41.21905697,-75.85223376,,78.306442,
41.21905908,-75.85219109,,77.914978,
41.21906103,-75.852148,FLAG_POSITION,77.579445,
41.21906276,-75.85210517,,77.448952,
41.21906424,-75.85206168,,77.404213,
41.21906541,-75.85201826,,77.584412,
41.21906622,-75.85197397,,77.87645,
41.21906665,-75.85192967,,78.202675,
41.21906678,-75.85188457,,78.638252,
41.21906669,-75.85183955,,79.08316,
41.21906645,-75.85179422,,79.432991,
41.21906612,-75.85174815,,79.807678,
41.21906578,-75.85170219,,80.296082,
41.21906545,-75.8516554,,80.770805,
41.21906512,-75.85160875,,81.282814,
41.21906474,-75.85156136,,81.868767,
41.2190643,-75.85151416,,82.518097,
41.21906374,-75.85146629,,83.048752,
41.21906308,-75.8514187,,83.622269,
41.21906237,-75.85137056,,84.051636,
41.21906168,-75.85132286,,84.29895,
41.21906109,-75.85127525,,84.494682,
41.21906064,-75.85122736,,84.733284,
41.21906038,-75.85118023,,84.894218,
41.21906031,-75.85113312,,84.707809,
41.21906039,-75.85108707,,84.355499,
41.2190605,-75.85104135,,83.82608,
41.21906055,-75.85099675,,83.01519,
41.21906052,-75.85096607,,82.355301,
